row_index,row_name,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
664,4663,4663,Bahl's Retreat,149.7989959716797,-163.60000610351562,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
665,4664,4664,Reinhardstein,192.1219940185547,-111.2699966430664,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
666,135,135,Tongatapu,-171.2480010986328,-141.3560028076172,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
667,418,418,Pherkad,-142.13800048828125,170.81700134277344,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LyranStrongholds,None,None
668,1722,1722,Kiesen,50.90999984741211,216.31399536132812,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
669,674,674,Anegasaki,-49.375,-216.71299743652344,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
670,871,871,Shuen Wan,-37.23400115966797,-219.29100036621094,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
671,4670,4670,Versailles,206.9340057373047,-81.72599792480469,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
672,1659,1659,Ramsau,-0.27300000190734863,222.51800537109375,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
673,4672,4672,Rhodos (Runrig (2822+)),48.92499923706055,-217.1439971923828,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
674,496,496,Thermopolis,-215.3820037841797,-58.20800018310547,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerMarikBorder,None,None
675,141,141,Ideyld,-201.4080047607422,-97.4990005493164,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
676,4675,4675,Harbin,17.604999542236328,-223.26300048828125,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
677,350,350,Altenmarkt,13.692000389099121,223.80499267578125,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
678,1784,1784,Nashuar,97.58300018310547,-202.1020050048828,Normal,M,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
679,324,324,Oriente,-76.27799987792969,-211.42300415039062,Normal,F,III,2,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
680,340,340,Laureles,-186.05499267578125,-126.2040023803711,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
681,1745,1745,Vestallas,66.68900299072266,-214.83099365234375,Normal,G,V,6,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
682,1562,1562,Borghese,-79.28199768066406,210.5279998779297,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerBorder,None,None
683,460,460,Odabasi,71.0790023803711,213.72500610351562,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
684,796,796,Grunwald,-97.45600128173828,203.12899780273438,Normal,M,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
685,1834,1834,Andro,144.7449951171875,-173.0,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RashpurOwensInc,None,None
686,161,161,New Valencia,219.9720001220703,-50.01499938964844,Normal,G,V,4,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
687,553,553,Toffen,41.612998962402344,221.74200439453125,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
688,698,698,Taga,88.91899871826172,-207.39500427246094,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
689,404,404,Falsterbo,170.86000061035156,147.55499267578125,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
690,293,293,Gallery,-198.23599243164062,108.26599884033203,Normal,M,V,5,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
691,517,517,Zortman,-212.70799255371094,-77.33799743652344,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
692,1147,1147,Kathil,171.35699462890625,-148.5800018310547,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
693,1767,1767,Ogano,82.9729995727539,211.13800048828125,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
694,140,140,Royal,222.5590057373047,44.41600036621094,Normal,G,V,2,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
695,314,314,Rochester,226.947998046875,3.055999994277954,Normal,G,III,4,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:IndustrialMiningCompany,None,None
696,342,342,Dayr Khuna,-113.79100036621094,-196.4949951171875,Normal,G,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
697,565,565,Deshler,215.06500244140625,74.39700317382812,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
698,1736,1736,Meilen,59.95899963378906,219.67599487304688,Normal,F,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
699,416,416,Midkiff,-198.53399658203125,-111.94999694824219,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_13_Blob.Safezone_13_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_13.Safezone
700,433,433,Kitzingen,-223.11500549316406,47.00199890136719,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
701,629,629,Tomans,-50.930999755859375,222.25799560546875,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerBorder,None,None
702,1424,1424,Cascade,-223.11500549316406,-47.612998962402344,Normal,M,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerMarikBorder,None,None
703,388,388,Harloc,41.869998931884766,-224.4429931640625,Normal,F,V,0,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:SianCommonality,None,None
704,564,564,Harpster,213.25100708007812,82.41600036621094,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DavionKurita,None,None
705,1452,1452,Thuban,-196.26400756835938,117.822998046875,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
706,747,747,Pella,-30.503999710083008,-227.02099609375,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
707,637,637,Peacock,136.4759979248047,183.99899291992188,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
708,619,619,Osmus Saar,149.39999389648438,173.92100524902344,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
709,1910,1910,New Ivaarsen,226.947998046875,34.590999603271484,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
710,473,473,Muscida,-139.5590057373047,-182.3209991455078,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
711,1904,1904,McComb,222.2989959716797,57.59700012207031,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DavionKurita,None,None
712,253,253,Sian,7.1519999504089355,-229.66200256347656,Normal,G,III,0,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
713,4712,4712,New Stevens,22.34600067138672,-6.067999839782715,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
714,566,566,Blandinsville,227.98899841308594,-32.874000549316406,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
715,484,484,Valmiera,188.94700622558594,132.04400634765625,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,None,None
716,1656,1656,Diosd,-2.3429999351501465,230.52699279785156,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
717,1831,1831,Bethel,140.61900329589844,-184.10499572753906,Normal,F,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RashpurOwensInc,None,None
718,1793,1793,Armaxa,106.48400115966797,-205.80599975585938,Normal,M,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
719,360,360,Ljugarn,197.9969940185547,120.40699768066406,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:CareerCluster,/Game/DLC1/CareerMode/Warzones/K_8_10/K_8_10.K_8,None
720,4719,4719,Lukla,-53.62300109863281,-225.5540008544922,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
721,464,464,Tiskilwa,213.76800537109375,-90.26100158691406,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
722,1720,1720,Mannedorf,49.097999572753906,226.91000366210938,Normal,K,V,1,Normal,Zenith,Unspecified,H_1Plus,ÿ,MWFactionAsset:LowerClassWorlds,None,None
723,336,336,Lucerne,231.86399841308594,12.361000061035156,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:IndustrialMiningCompany,None,None
724,442,442,Milos,57.638999938964844,-225.23500061035156,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SianCommonality,None,None
725,636,636,Daniels,124.59300231933594,-196.4949951171875,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RashpurOwensInc,None,None
726,91,91,Robinson,232.72000122070312,-6.48199987411499,Normal,G,IV,5,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:IndustrialMiningCompany,None,None
727,4726,4726,Acoma,224.41600036621094,-62.25899887084961,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
728,798,798,Sakai,109.33899688720703,205.97300720214844,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
729,793,793,Loric,-230.35000610351562,-38.821998596191406,Normal,K,IV,8,Normal,Zenith,Unspecified,H_1Plus,ÿ,MWFactionAsset:SteinerMarikBorder,None,None
730,334,334,Monongahela,164.91000366210938,-165.7689971923828,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
731,1902,1902,Markesan,221.51699829101562,-74.88200378417969,Normal,K,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
732,372,372,Bentley,-6.984000205993652,-233.76100158691406,Normal,G,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
733,1546,1546,Maritgues,-95.91899871826172,-213.33799743652344,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
734,1414,1414,Zwenkau,-233.71800231933594,9.77400016784668,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RebeliousLyranTerritory,None,None
735,420,420,Lyndon,-127.4749984741211,196.156005859375,Normal,M,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LyranStrongholds,None,None
736,380,380,Aitutaki,-164.63600158691406,-166.56100463867188,Normal,K,II,8,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
737,1612,1612,Quarell,-30.503999710083008,232.5959930419922,Normal,M,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
738,462,462,Tamsalu,167.49899291992188,164.50999450683594,Normal,K,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
739,1423,1423,Preston (FWL),-223.9080047607422,-71.13300323486328,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
740,407,407,Arlington,212.73599243164062,99.73300170898438,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DavionKurita,None,None
741,4740,4740,Carnac,233.8070068359375,-24.01099967956543,Normal,F,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
742,301,301,Talcott,199.81100463867188,-123.84400177001953,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
743,4742,4742,Eschenberg,-149.40699768066406,181.54600524902344,Normal,G,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
744,551,551,Hexare,31.017000198364258,-233.1649932861328,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
745,4744,4744,Aigle,-234.76699829101562,-19.069000244140625,Normal,M,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
746,453,453,Regulus,-152.0659942626953,-180.0240020751953,Normal,K,III,6,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,None,None
747,1699,1699,Eguilles,37.2140007019043,233.11599731445312,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
748,4747,4747,Noh-wan Hohm,155.0189971923828,-178.37600708007812,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
749,679,679,Alcyone,129.75799560546875,-197.58299255371094,Normal,M,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
750,1775,1775,Scituate,87.87999725341797,-219.98500061035156,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
751,4750,4750,McKellan,-225.06100463867188,74.0260009765625,Normal,M,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
752,1763,1763,Dumaring,79.6050033569336,223.29100036621094,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
753,1730,1730,Krenice,56.856998443603516,230.27200317382812,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
754,4753,4753,Ballentine,236.552001953125,21.565000534057617,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
755,1787,1787,Paracale,99.76399993896484,215.56900024414062,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
756,710,710,Utrecht,23.513999938964844,236.47300720214844,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
757,762,762,Ipswich,-48.34199905395508,-232.968994140625,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
758,716,716,Colfax,-232.927001953125,-49.15800094604492,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerMarikBorder,None,None
759,753,753,Fujidera,-76.78199768066406,-225.43499755859375,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
760,4759,4759,Dowles,117.0009994506836,-207.46200561523438,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
761,1766,1766,Kittery,82.18099975585938,-223.94400024414062,Normal,G,III,4,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
762,4761,4761,Bhykov,70.0510025024414,-228.30299377441406,Normal,M,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
763,783,783,Ionus,-183.5679931640625,-152.78399658203125,Normal,K,V,6,Normal,Zenith,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,None,None
764,455,455,Jouques,-110.61900329589844,-211.7570037841797,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
765,4764,4764,Lamu (Tunlmar (2822+)),51.24300003051758,-233.76400756835938,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
766,1638,1638,Carse,-15.777000427246094,239.0590057373047,Binary,G,V,1,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:SteinerBorder,None,None
767,1592,1592,Orkney (LC),-48.60200119018555,234.9250030517578,Normal,M,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerBorder,None,None
768,766,766,Babuyan,87.87999725341797,223.2899932861328,Normal,F,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
769,267,267,Summit,-116.86499786376953,209.59100341796875,Normal,M,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
770,144,144,Xi Ursae Majoris (Alula Australis),-24.30900001525879,-4.696000099182129,Normal,A,II,7,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,None,None
771,9,9,Thorin,-23.525999069213867,7.960999965667725,Normal,G,V,7,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
772,4771,4771,Hódmezovásárhel�,-193.2790069580078,-142.50599670410156,Normal,G,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
773,775,775,Nox,13.177000045776367,239.83200073242188,Normal,K,V,2,Normal,Zenith,Unspecified,H_1Plus,ÿ,MWFactionAsset:LowerClassWorlds,None,None
774,1467,1467,Cameron (LC),-172.97000122070312,167.2030029296875,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
775,687,687,Crimond,-68.52100372314453,230.61399841308594,Normal,F,II,8,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:SteinerBorder,None,None
776,4775,4775,Szepes,-232.29400634765625,-63.07699966430664,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
777,217,217,St. Ives,109.61900329589844,-214.37899780273438,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
778,1826,1826,Dover,132.6020050048828,201.31300354003906,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
779,720,720,Shasta,-218.19900512695312,-102.7030029296875,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
780,1711,1711,Setubal,44.191001892089844,237.51600646972656,Normal,K,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,/Game/Campaign/CampaignArcs/Regions/12_2/12_2.12,None
781,1874,1874,Minowa,183.5189971923828,157.40699768066406,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
782,1545,1545,Shenwan,-96.16799926757812,-221.8679962158203,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
783,4782,4782,Java,2.7170000076293945,-241.8159942626953,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
784,487,487,Lima,235.74099731445312,53.979000091552734,Normal,G,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DavionKurita,None,None
785,1617,1617,Goodna,-28.450000762939453,-240.1999969482422,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
786,550,550,Imalda,29.97599983215332,-240.2030029296875,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SianCommonality,None,None
787,740,740,Donegal,-182.40499877929688,159.28799438476562,Normal,F,V,0,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,None,None
788,4787,4787,Klayne,-11.53600025177002,-242.39100646972656,Normal,M,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
789,4788,4788,Knutdor,145.17100524902344,-194.63600158691406,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
790,4789,4789,Heart Fjord,-135.27000427246094,-203.3979949951172,Normal,M,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
791,622,622,New Westin,38.25299835205078,-241.98699951171875,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SianCommonality,None,None
792,401,401,Denbar,69.00700378417969,-235.2480010986328,Normal,M,IV,2,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:SianCommonality,None,None
793,4792,4792,Beils,155.17599487304688,190.343994140625,Normal,K,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
794,4793,4793,Meinhof,196.2449951171875,-147.83700561523438,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
795,4794,4794,Khi,134.04400634765625,-205.9250030517578,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
796,4795,4795,Shardayne,4.578999996185303,247.1199951171875,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
797,722,722,Maule,31.790000915527344,245.26199340820312,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
798,735,735,Chebanse,225.14500427246094,-102.9280014038086,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
799,668,668,Milnerton,-85.30599975585938,-232.4709930419922,Normal,G,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:MarikLiaoBorder,None,None
800,4799,4799,Dagda (LC),-225.9429931640625,101.60399627685547,Normal,F,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
801,4800,4800,Sappho,-59.80699920654297,-240.6699981689453,Normal,G,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
802,1917,1917,Wapakoneta,238.3159942626953,69.22699737548828,Normal,K,V,0,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:DavionKurita,None,None
803,755,755,Dyfed,126.13800048828125,213.72500610351562,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
804,797,797,Frondas,-17.84600067138672,-247.73500061035156,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
805,534,534,Zvolen,-243.53199768066406,49.0629997253418,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TheJunkyard,None,None
806,4805,4805,Turko,160.03399658203125,-190.2050018310547,Normal,K,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
807,743,743,Tanh Linh,90.21099853515625,232.33799743652344,Normal,M,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
808,1780,1780,Gurnet,93.4749984741211,-231.09100341796875,Normal,F,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
809,1445,1445,Tetersen,-203.19200134277344,144.7100067138672,Normal,G,V,5,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:RepairSystem,None,None
810,399,399,Pandora,-84.5530014038086,234.78900146484375,Normal,B,V,7,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
811,481,481,Weekapaug,107.78500366210938,-225.43499755859375,Normal,M,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
812,85,85,Graham,-23.525999069213867,-10.38599967956543,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:CareerCluster,None,None
813,40,40,Asta,4.129000186920166,25.542999267578125,Normal,K,VI,2,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,None,None
814,677,677,Ardoz,46.2599983215332,245.77999877929688,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
815,1752,1752,Kiamba,71.06999969482422,239.83399963378906,Normal,M,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
816,4815,4815,Mumbai,25.302000045776367,-248.92599487304688,Normal,K,V,8,Normal,None,Unspecified,Unspecified,ÿ,,None,None
817,1608,1608,Domain,-32.827999114990234,248.1199951171875,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerBorder,None,None
818,1813,1813,Shoreham,123.79900360107422,-217.6999969482422,Normal,K,V,1,Normal,None,Unspecified,Unspecified,ÿ,,None,None
819,486,486,Marlowe's Rift,234.71099853515625,87.83899688720703,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:DavionKurita,None,None
820,535,535,Niihau,-237.5850067138672,-79.92500305175781,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:TamarindAbbey,None,None
821,4820,4820,Laong,114.53199768066406,-223.08099365234375,Normal,M,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
822,316,316,Franklin,250.73599243164062,10.805000305175781,Normal,F,V,8,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:IndustrialMiningCompany,/Game/Campaign/CampaignArcs/Regions/5_2/5_2_Mesh.5_2_Mesh,None
823,1433,1433,Escobas,-216.8780059814453,-126.41699981689453,Normal,F,V,2,Normal,None,Unspecified,Unspecified,ÿ,,None,None
824,4823,4823,Graz,-216.68099975585938,126.88999938964844,Normal,M,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
825,1639,1639,Galuzzo,-15.527000427246094,250.95399475097656,Normal,F,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:KuritaBorder,None,None
826,1453,1453,Atreus,-191.0679931640625,-163.7760009765625,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:RepairSystem,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone2_Collision.Safezone2_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone2.Safezone2
827,1650,1650,Fronde,-5.961999893188477,-251.5989990234375,Normal,G,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
828,1727,1727,Hustaing,55.051998138427734,-245.656005859375,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,ÿ,MWFactionAsset:SianCommonality,None,None
829,4828,4828,Stockpoll,187.31300354003906,-168.29600524902344,Normal,M,V,5,Normal,None,Unspecified,Unspecified,ÿ,,None,None
830,714,714,Xinyang,113.21399688720703,224.9409942626953,Normal,F,V,0,Normal,None,Unspecified,H_1Plus,ÿ,,None,None
831,4830,4830,Spirit,-222.80799865722656,-117.5459976196289,Normal,G,V,0,Normal,None,Unspecified,Unspecified,ÿ,,None,None
832,741,741,Cameron (FWL),-157.69700622558594,-196.79299926757812,Normal,G,V,9,Normal,None,Unspecified,Unspecified,ÿ,,None,None
833,208,208,La Grave,-51.18899917602539,247.0679931640625,Normal,K,V,2,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SteinerBorder,/Game/Campaign/CampaignArcs/Regions/12_1/12_1.12,None
834,488,488,Saunemin,246.0780029296875,-56.39400100708008,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
835,690,690,Skandia,22.742000579833984,251.46800231933594,Normal,G,V,6,Normal,Zenith,Unspecified,H_1Plus,ÿ,,None,None
836,1915,1915,Strawn,235.99600219726562,-90.52100372314453,Normal,M,V,4,Normal,None,Unspecified,Unspecified,ÿ,,None,None
837,604,604,Castrovia,13.692000389099121,-252.593994140625,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:SianCommonality,None,None
838,424,424,Cronulla,-33.090999603271484,-251.00799560546875,Normal,K,V,3,Normal,None,Unspecified,Unspecified,ÿ,,None,None
839,663,663,Iknogoro,-50.15800094604492,-248.42999267578125,Normal,K,V,7,Normal,None,Unspecified,Unspecified,ÿ,,None,None
840,4839,4839,Zempoatlepetl,-212.18299865722656,-139.0540008544922,Normal,G,V,6,Normal,None,Unspecified,Unspecified,ÿ,,None,None
841,263,263,Cumbres,-154.031005859375,201.83099365234375,Normal,G,V,7,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LyranStrongholds,None,None
842,1698,1698,Halesowen,36.43899917602539,251.7259979248047,Normal,F,V,6,Normal,None,Unspecified,Unspecified,ÿ,MWFactionAsset:LowerClassWorlds,None,None
