---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
931,931,Brockway,220.000000,-359.000000,Normal,K,IV,7,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/15_4.15_4,None
932,932,Kesai,373.000000,107.000000,Normal,A,II,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
933,933,Chateau,-76.000000,399.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
934,934,Bromhead,161.000000,-381.000000,Normal,F,II,9,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
935,935,Moultrie,476.000000,-172.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
936,936,Goetville,-264.000000,266.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
937,937,Midale,191.000000,-365.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
938,938,Trondheimal,-428.000000,-189.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
939,939,Loxley,-315.000000,226.000000,Normal,M,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
940,940,Barcelona,-206.000000,415.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
941,941,Erewhon,-187.000000,450.000000,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
942,942,Hyalite,271.000000,-357.000000,Normal,A,IV,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
943,943,Kendall,-373.000000,-203.000000,Normal,F,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
944,944,Black Earth,-182.000000,397.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
945,945,Guatavita,-289.000000,240.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
946,946,Trasjkis,-438.000000,-193.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
947,947,Rijeka,-342.000000,96.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
948,948,New Vandenburg,157.000000,-409.000000,Normal,F,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
949,949,Beta,-156.000000,388.000000,Normal,None,,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
950,950,Tentativa,353.000000,-305.000000,Normal,G,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
951,951,Gibraltar,-363.000000,-141.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
952,952,Ridderkerk,-47.000000,354.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
953,953,Pinard,175.000000,-393.000000,Normal,G,V,8,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
954,954,Illyria,-443.000000,-180.000000,Normal,G,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
955,955,Chahar,-200.000000,343.000000,Normal,G,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
956,956,Carmichael,201.000000,-352.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
957,957,Malibu,-147.000000,381.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
958,958,Baker 3,-105.000000,327.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
959,959,Hassad,-30.000000,-162.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
960,960,Kaumberg,-391.000000,146.000000,Normal,G,V,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:AlarionPeriphery"")",None,None
961,961,Medellin,-243.000000,328.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
962,962,Gallitzin,133.000000,-165.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_9"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_8_Blob.Safezone_8_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_8.Safezone_8
963,963,Machida,-220.000000,341.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
964,964,Robsart,172.000000,-343.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
965,965,Lopez,-38.000000,-333.000000,Binary,M,V,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
968,968,Blumenort,-211.000000,299.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
969,969,Kansu,68.000000,-60.000000,Normal,M,II,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
971,971,Somerset,-161.000000,429.000000,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:PirateCluster"")",None,None
978,978,Zanzibar,121.000000,-368.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
979,979,Corodiz,137.000000,-378.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
980,980,Mendham,149.000000,-348.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
981,981,Novaya Zemlya,182.000000,-185.000000,Normal,G,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
982,982,Ryerson,-76.000000,-324.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
983,983,Mosiro,-66.000000,-283.000000,Normal,K,V,0,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
984,984,Tharkad,-215.000000,153.000000,Normal,G,V,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_22"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone3_Collision.Safezone3_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone3.Safezone3
985,985,Meacham,-29.000000,189.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_28"")",None,None
986,986,Palmyra,455.000000,-26.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
987,987,Sabik,-13.000000,58.000000,Binary,A,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
988,988,Albalii,72.000000,79.000000,Normal,F,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
989,989,Alpheratz,507.000000,154.000000,Normal,K,V,5,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
990,990,St. John,-14.000000,404.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RasalagueReaches"")",None,None
991,991,Parma,363.000000,-53.000000,Normal,F,II,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:InfernosWake"")",None,None
992,992,Concord,-148.000000,-28.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
993,993,Betelgeuse,6.000000,-309.000000,Normal,M,I,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_11"")",None,None
994,994,Bolan,-280.000000,5.000000,Normal,G,V,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
995,995,Rahne,-143.000000,9.000000,Normal,G,V,7,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
996,996,Halfway,-255.000000,87.000000,Normal,A,III,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_16"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_15_Blob.Safezone_15_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_15.Safezone_15
997,997,Tellman's Mistake,-246.000000,-313.000000,Normal,G,VI,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
998,998,Alarion,-322.000000,140.000000,Normal,G,V,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
999,999,Tukayyid,-4.000000,212.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1000,1000,Trolloc Prime,34.000000,172.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster4"")",None,None
1001,1001,Poulsbo,-378.000000,-64.000000,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_24"")",None,None
1002,1002,Echo,290.000000,373.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1003,1003,Dar-es-Salaam,-196.000000,14.000000,Normal,F,VI,1,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1004,1004,Royalston,138.000000,-226.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1005,1005,Ankaa,75.000000,-9.000000,Normal,A,III,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
1006,1006,Dalton,-117.000000,-232.000000,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1007,1007,Kluane,198.000000,-201.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
1008,1008,Sekulmun,214.000000,-222.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1009,1009,Nahoni,248.000000,-200.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1010,1010,Meadowvale,-136.000000,-325.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1011,1011,Canopus,-148.000000,-398.000000,Normal,F,IV,5,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1012,1012,Ashley,166.000000,-311.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1013,1013,Victoria,94.000000,-351.000000,Normal,K,IV,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1014,1014,Belladonna,265.000000,-126.000000,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
1015,1015,Great Gorge,497.000000,-269.000000,Normal,A,V,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1016,1016,Cerberus,480.000000,192.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1017,1017,Kigamboni,208.000000,-250.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1018,1018,Schirmeck,370.000000,158.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1019,1019,Delacruz,376.000000,114.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1020,1020,Weisau,380.000000,135.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1021,1021,Pondicherry,405.000000,241.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1022,1022,Tabayama,411.000000,235.000000,Normal,F,IV,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1023,1023,Malagrotta,432.000000,-273.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1024,1024,Hardcore,-200.000000,-477.000000,Normal,G,,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1025,1025,Vakarel,-143.000000,-355.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:EmptyWorlds"")",None,None
1026,1026,Umka,-131.000000,-364.000000,Normal,K,V,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:EmptyWorlds"")",/Game/Campaign/CampaignArcs/Regions/9_2/9_2.9_2,None
1027,1027,Gouderak,-118.000000,-358.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:EmptyWorlds"")",None,None
1028,1028,Caldwell,335.000000,-328.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1029,1029,Pierce,346.000000,-313.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1030,1030,Thurrock,-75.000000,-385.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1031,1031,Wrentham,172.000000,-328.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1032,1032,Ridgebrook,203.000000,-322.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1033,1033,Keuterville,278.000000,-314.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1034,1034,Naka Pabni,381.000000,-294.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1035,1035,Tancredi,433.000000,94.000000,Normal,G,V,5,Normal,Zenith,Unspecified,H_2Plus,,"(Id=""MWFactionAsset:OutworldsBorder"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/15_1.15_1,None
1039,1039,Pleiades Cluster,218.000000,-323.000000,Cluster,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1040,1040,New Abilene,-72.000000,-454.000000,Normal,K,V,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1041,1041,Flintoft,193.000000,-336.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1042,1042,Weippe,320.000000,-310.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1043,1043,Budingen,385.000000,163.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1044,1044,Groveld,390.000000,114.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1045,1045,Valentina,401.000000,143.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1046,1046,Bryceland,410.000000,99.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1047,1047,Bad News,426.000000,197.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1048,1048,Sevon,469.000000,134.000000,Normal,M,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1049,1049,Kennard,473.000000,89.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
1050,1050,Pitkin,497.000000,78.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1051,1051,Rollis,152.000000,-387.000000,Normal,F,V,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1052,1052,Firgrove,252.000000,-301.000000,Normal,F,V,4,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1053,1053,Warren,301.000000,-331.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1054,1054,Cohagen,375.000000,-319.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1055,1055,Zlatousi,431.000000,221.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1056,1056,Kazanka,448.000000,232.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1057,1057,Haynesville,459.000000,80.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_1"")",None,None
1058,1058,Tellman,542.000000,99.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1059,1059,Hazelhurst,555.000000,66.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1060,1060,Bastrop,568.000000,62.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1061,1061,Inner End,592.000000,76.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1062,1062,Montour,352.000000,-331.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1063,1063,Tortuga Prime,670.000000,-236.000000,Normal,G,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1064,1064,Novo Franklin,673.000000,62.000000,Normal,F,V,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1065,1065,Nova Roma,-84.000000,-135.000000,Normal,F,IV,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1066,1066,Camlann (LC),1.000000,167.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster4"")",None,None
1067,1067,Algenib,-442.000000,-382.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1068,1068,Antallos,467.000000,284.000000,Normal,K,IV,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1069,1069,Micanos,685.000000,17.000000,Normal,K,V,3,Normal,None,Unspecified,H_0,,"(Id="""")",None,None
1070,1070,Joyz,-137.000000,-452.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1071,1071,Herotitus,59.000000,-434.000000,Normal,G,IV,3,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1072,1072,Lothario,-478.000000,-187.000000,Normal,M,III,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1073,1073,Albiero,152.000000,360.000000,Normal,M,IV,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
1074,1074,Niops,-378.000000,-264.000000,Normal,M,V,5,Normal,None,Unspecified,H_0,,"(Id="""")",None,None
1075,1075,Bone-Norman,-187.000000,428.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1076,1076,Circinus,-392.000000,-67.000000,Normal,G,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1082,1082,New St. Andrews,-517.000000,-109.000000,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1084,1084,Spencer,6.000000,-494.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1085,1085,Detroit,19.000000,-456.000000,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1086,1086,Rockwellawan,68.000000,-487.000000,Normal,K,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1087,1087,Portland,92.000000,-513.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1088,1088,Luxen,-103.000000,-498.000000,Normal,M,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1091,1091,Winfield (FS),542.000000,24.000000,Normal,None,,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1092,1092,Astrokaszy,-293.000000,-318.000000,Normal,G,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1093,1093,Lummatii,-491.000000,-207.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1094,1094,Logan Prime,-489.000000,-231.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1095,1095,Lordinax,-474.000000,-174.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1096,1096,Lindassa,-479.000000,-218.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1097,1097,Leximon,-467.000000,-209.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1098,1098,Randis,627.000000,-346.000000,Normal,K,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1099,1099,Alphard (MH),-410.000000,-301.000000,Normal,G,IV,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1100,1100,Dormandaine,467.000000,102.000000,Normal,F,,4,Normal,Zenith,Unspecified,Unspecified,,"(Id="""")",None,None
1101,1101,Blantleff,-471.000000,-117.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1102,1102,Hardisey's Haven,-418.000000,-92.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1103,1103,Andiron,-428.000000,-48.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1104,1104,Larsha,119.000000,-397.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1105,1105,Addhara,-447.000000,-296.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1106,1106,Stafford,-427.000000,-309.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1107,1107,Mirfak,389.000000,-482.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1108,1108,Clayborne,-409.000000,-81.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1109,1109,Maximillian,-447.000000,-128.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1110,1110,Celano,326.000000,-488.000000,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1111,1111,Diedre's Den,-421.000000,-63.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1112,1112,Thadora's Land,-447.000000,-92.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1113,1113,Baccalieu,-408.000000,-337.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1114,1114,Islington,-387.000000,-372.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1115,1115,Zorn's Keep,-432.000000,-114.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1116,1116,Baltazar,-444.000000,-60.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1117,1117,Pompey,-434.000000,-323.000000,Normal,G,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1118,1118,Suetonius,-409.000000,-320.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1119,1119,Early Dawn,-94.000000,-432.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1120,1120,Vixen,-295.000000,-393.000000,Normal,G,,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1121,1121,Elissa,-39.000000,487.000000,Normal,F,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1122,1122,Laconis,153.000000,-396.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1123,1123,MacLeod's Land,170.500000,-390.000000,Normal,G,V,1,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1124,1124,Illiushin,214.000000,-401.000000,Normal,M,V,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1125,1125,Sterope,269.000000,-408.000000,Normal,K,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1126,1126,Euschelus,283.000000,-393.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1127,1127,Perdition,310.000000,-360.000000,Normal,G,V,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
1128,1128,Organo,359.000000,-350.000000,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1129,1129,Lushann,453.000000,142.000000,Normal,M,V,3,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1130,1130,Kufstein,-11.000000,344.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster5"")",None,None
1131,1131,New Hati,658.000000,-249.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1132,1132,New Port Royal,664.000000,-213.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1133,1133,New Gascony,668.000000,-263.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1134,1134,Morgan's Holdfast,678.000000,-194.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1135,1135,Cate's Hold,-70.000000,-476.000000,Normal,M,,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1136,1136,Oberon,-112.000000,477.000000,Normal,F,III,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1137,1137,Ferris (OC),-56.000000,510.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1138,1138,Santander,78.000000,485.000000,Normal,K,,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1139,1139,Quantraine,459.000000,207.000000,Normal,G,,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:OutworldsBorder"")",None,None
1140,1140,Fletcher's Feast,683.000000,-221.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1141,1141,Zebeneschamali,-78.000000,91.000000,Normal,M,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1142,1142,Coventry,-260.000000,223.000000,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
