---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
4775,4775,Szepes,-232.29400634765625,-63.07699966430664,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
217,217,St. Ives,109.61900329589844,-214.37899780273438,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1826,1826,Dover,132.6020050048828,201.31300354003906,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
720,720,Shasta,-218.19900512695312,-102.7030029296875,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
1711,1711,Setubal,44.191001892089844,237.51600646972656,Normal,K,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LowerClassWorlds"")",/Game/Campaign/CampaignArcs/Regions/12_2/12_2.12,None
1874,1874,Minowa,183.5189971923828,157.40699768066406,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1545,1545,Shenwan,-96.16799926757812,-221.8679962158203,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
4782,4782,Java,2.7170000076293945,-241.8159942626953,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
487,487,Lima,235.74099731445312,53.979000091552734,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
1617,1617,Goodna,-28.450000762939453,-240.1999969482422,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
550,550,Imalda,29.97599983215332,-240.2030029296875,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
740,740,Donegal,-182.40499877929688,159.28799438476562,Normal,F,V,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
4787,4787,Klayne,-11.53600025177002,-242.39100646972656,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4788,4788,Knutdor,145.17100524902344,-194.63600158691406,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4789,4789,Heart Fjord,-135.27000427246094,-203.3979949951172,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
622,622,New Westin,38.25299835205078,-241.98699951171875,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
401,401,Denbar,69.00700378417969,-235.2480010986328,Normal,M,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4792,4792,Beils,155.17599487304688,190.343994140625,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4793,4793,Meinhof,196.2449951171875,-147.83700561523438,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4794,4794,Khi,134.04400634765625,-205.9250030517578,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4795,4795,Shardayne,4.578999996185303,247.1199951171875,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
722,722,Maule,31.790000915527344,245.26199340820312,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
735,735,Chebanse,225.14500427246094,-102.9280014038086,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
668,668,Milnerton,-85.30599975585938,-232.4709930419922,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
4799,4799,Dagda (LC),-225.9429931640625,101.60399627685547,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4800,4800,Sappho,-59.80699920654297,-240.6699981689453,Normal,G,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1917,1917,Wapakoneta,238.3159942626953,69.22699737548828,Normal,K,V,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
755,755,Dyfed,126.13800048828125,213.72500610351562,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
797,797,Frondas,-17.84600067138672,-247.73500061035156,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
534,534,Zvolen,-243.53199768066406,49.0629997253418,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
4805,4805,Turko,160.03399658203125,-190.2050018310547,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
743,743,Tanh Linh,90.21099853515625,232.33799743652344,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1780,1780,Gurnet,93.4749984741211,-231.09100341796875,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1445,1445,Tetersen,-203.19200134277344,144.7100067138672,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
399,399,Pandora,-84.5530014038086,234.78900146484375,Normal,B,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
481,481,Weekapaug,107.78500366210938,-225.43499755859375,Normal,M,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
85,85,Graham,-23.525999069213867,-10.38599967956543,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
40,40,Asta,4.129000186920166,25.542999267578125,Normal,K,VI,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
677,677,Ardoz,46.2599983215332,245.77999877929688,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1752,1752,Kiamba,71.06999969482422,239.83399963378906,Normal,M,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4815,4815,Mumbai,25.302000045776367,-248.92599487304688,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1608,1608,Domain,-32.827999114990234,248.1199951171875,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
1813,1813,Shoreham,123.79900360107422,-217.6999969482422,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
486,486,Marlowe's Rift,234.71099853515625,87.83899688720703,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
535,535,Niihau,-237.5850067138672,-79.92500305175781,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
4820,4820,Laong,114.53199768066406,-223.08099365234375,Normal,M,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
316,316,Franklin,250.73599243164062,10.805000305175781,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",/Game/Campaign/CampaignArcs/Regions/5_2/5_2_Mesh.5_2_Mesh,None
1433,1433,Escobas,-216.8780059814453,-126.41699981689453,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4823,4823,Graz,-216.68099975585938,126.88999938964844,Normal,M,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1639,1639,Galuzzo,-15.527000427246094,250.95399475097656,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:KuritaBorder"")",None,None
1453,1453,Atreus,-191.0679931640625,-163.7760009765625,Normal,F,V,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone2_Collision.Safezone2_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone2.Safezone2
1650,1650,Fronde,-5.961999893188477,-251.5989990234375,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1727,1727,Hustaing,55.051998138427734,-245.656005859375,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4828,4828,Stockpoll,187.31300354003906,-168.29600524902344,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
714,714,Xinyang,113.21399688720703,224.9409942626953,Normal,F,V,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4830,4830,Spirit,-222.80799865722656,-117.5459976196289,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
741,741,Cameron (FWL),-157.69700622558594,-196.79299926757812,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
208,208,La Grave,-51.18899917602539,247.0679931640625,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",/Game/Campaign/CampaignArcs/Regions/12_1/12_1.12,None
488,488,Saunemin,246.0780029296875,-56.39400100708008,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
690,690,Skandia,22.742000579833984,251.46800231933594,Normal,G,V,6,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
1915,1915,Strawn,235.99600219726562,-90.52100372314453,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
604,604,Castrovia,13.692000389099121,-252.593994140625,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
424,424,Cronulla,-33.090999603271484,-251.00799560546875,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
663,663,Iknogoro,-50.15800094604492,-248.42999267578125,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4839,4839,Zempoatlepetl,-212.18299865722656,-139.0540008544922,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
263,263,Cumbres,-154.031005859375,201.83099365234375,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
1698,1698,Halesowen,36.43899917602539,251.7259979248047,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
432,432,Dixie,-253.84100341796875,-21.246000289916992,Normal,M,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
682,682,Redfield,140.09300231933594,-212.7469940185547,Normal,K,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
627,627,Spica,92.53800201416016,-237.625,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionBorder"")",None,None
1712,1712,Decus,44.448001861572266,-251.5989990234375,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",/Game/Campaign/CampaignArcs/Regions/8_1/8_1.8,None
1447,1447,Gibbs,-201.11000061035156,157.89199829101562,Normal,G,V,9,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
615,615,Alterf,-203.98599243164062,-154.86700439453125,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
482,482,Stein's Folly,159.73899841308594,-200.35899353027344,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
4849,4849,Esztergom,-237.218994140625,-96.94599914550781,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1892,1892,Tatsuno,204.45899963378906,155.04800415039062,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4851,4851,Altoona (LC),-256.60699462890625,-6.27400016784668,Normal,F,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1741,1741,Sternwerde,63.83399963378906,248.625,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
1926,1926,Emporia,256.6629943847656,-6.504000186920166,Normal,K,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
302,302,Shaul Khala,219.45599365234375,133.33099365234375,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
390,390,Kanowit,87.19599914550781,241.53399658203125,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4856,4856,Saltural,253.04299926757812,-43.935001373291016,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4857,4857,Gravensteen,219.6060028076172,-133.94400024414062,Normal,K,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
643,643,Trellisane,-251.26300048828125,-55.106998443603516,Normal,G,III,7,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
981,981,Novaya Zemlya,180.68099975585938,-183.31100463867188,Normal,G,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
1006,1006,Dalton,-115.77400207519531,-229.89500427246094,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
171,171,Crossing,253.31300354003906,47.262001037597656,Normal,G,V,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
728,728,Suk,-29.214000701904297,256.1159973144531,Normal,G,V,5,Normal,None,C_4,H_1Plus,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
616,616,Matahari (Kandersteg),-120.72699737548828,227.947998046875,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
402,402,St. Loris,89.95099639892578,-241.98699951171875,Normal,G,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionBorder"")",None,None
512,512,DeWitt,257.7149963378906,-21.76300048828125,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4866,4866,Florarda,32.03300094604492,-256.9320068359375,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4867,4867,Westfield,235.56500244140625,107.66600036621094,Normal,M,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
819,819,Hellos Minor,-185.48300170898438,-180.96800231933594,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
297,297,Indicass,72.36799621582031,-249.0260009765625,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4870,4870,Brabent,174.0290069580078,-192.57699584960938,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1559,1559,Ballynure,-82.2030029296875,246.2949981689453,Normal,F,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1391,1391,Medzev,-255.427001953125,46.73400115966797,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
609,609,Silkeborg,181.45399475097656,185.81300354003906,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
1792,1792,Baruun Urt,105.5790023803711,237.7310028076172,Normal,F,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4875,4875,Nam Dinh,-66.6780014038086,-251.4340057373047,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
522,522,Thun,-17.84600067138672,259.7330017089844,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4877,4877,Hornir's Keep,-258.37200927734375,-33.630001068115234,Normal,F,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
699,699,Havdhem,183.2689971923828,185.5449981689453,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
857,857,Omagh,152.75999450683594,211.39599609375,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
853,853,Satalice,5.940000057220459,260.77398681640625,Normal,K,V,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
4881,4881,Yufu,231.7790069580078,119.70099639892578,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4882,4882,Zara,-140.85499572753906,-219.5970001220703,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
368,368,Alma Alta,-183.5679931640625,186.0709991455078,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
984,984,Tharkad,-212.99899291992188,151.7729949951172,Normal,G,V,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone3_Collision.Safezone3_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone3.Safezone3
4885,4885,Adler,155.2570037841797,-210.66900634765625,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
394,394,Salem,206.78799438476562,-161.11000061035156,Normal,F,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
1390,1390,Drosendorf,-258.9949951171875,41.3120002746582,Normal,G,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
447,447,Koumi,199.29400634765625,170.81700134277344,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:CareerCluster"")",None,None
1004,1004,Royalston,136.72300720214844,-224.14199829101562,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4890,4890,Tintavel (Dalrymple (3152+)),-98.38099670410156,-243.79100036621094,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
832,832,Bella,-259.2909851074219,-44.250999450683594,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
363,363,Freisland,234.96600341796875,-118.68800354003906,Normal,F,V,6,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1801,1801,Mentasta,114.24600219726562,-237.32899475097656,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionBorder"")",None,None
633,633,Allerton,263.40399169921875,7.186999797821045,Normal,K,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
626,626,Altorra,-2.8519999980926514,-263.4949951171875,Normal,G,V,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4896,4896,Zindao,105.50800323486328,-241.56199645996094,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
644,644,Ngake,-173.95199584960938,-198.5749969482422,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
1393,1393,Labouchere,-253.35299682617188,-74.48699951171875,Normal,F,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
630,630,Alula Borealis,-258.9949951171875,-54.07600021362305,Normal,F,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
1676,1676,Claxton,15.496999740600586,-264.18499755859375,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
4901,4901,New Troy,-51.10499954223633,-259.9079895019531,Normal,M,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
317,317,Forkas,-211.22900390625,159.9669952392578,Normal,K,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
1605,1605,Rastaban,-33.617000579833984,262.8399963378906,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
396,396,Streator,254.09500122070312,-75.78199768066406,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4905,4905,Bogerth,67.93800354003906,-256.42999267578125,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
669,669,Purvo,59.69300079345703,-258.8320007324219,Normal,G,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
398,398,Graceland,-100.60900115966797,246.03500366210938,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster3"")",None,None
1692,1692,Carmen,28.43000030517578,-264.4859924316406,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
1934,1934,Bettendorf,264.9490051269531,25.801000595092773,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
1621,1621,Kujari,-25.863000869750977,-265.07598876953125,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1613,1613,Wheel,-30.511999130249023,264.9110107421875,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
489,489,Hoff,264.1759948730469,36.65399932861328,Normal,G,III,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4913,4913,Oyevaina,37.66999816894531,264.0539855957031,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
996,996,Halfway,-252.55299377441406,86.03399658203125,Normal,A,III,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_15_Blob.Safezone_15_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_15.Safezone
434,434,Manihiki,-207.3560028076172,-168.04800415039062,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
449,449,Gandy's Luck,250.21099853515625,93.01200103759766,Normal,K,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
4917,4917,Lamar,14.737000465393066,266.6780090332031,Normal,M,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1857,1857,Yardley,166.47000122070312,209.8489990234375,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
569,569,Westerstede,-207.5540008544922,170.04400634765625,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
1493,1493,Hamilton (LC),-150.75999450683594,222.0,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
4921,4921,Helixmar,175.55099487304688,-203.10000610351562,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1927,1927,New Aberdeen,256.9320068359375,78.2760009765625,Normal,G,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
537,537,Eutin,-222.8179931640625,150.13299560546875,Normal,G,V,3,Normal,Zenith,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
4924,4924,Arcadia (FS),253.73800659179688,-88.60099792480469,Normal,M,V,3,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
408,408,Odell,250.4770050048828,-97.4990005493164,Normal,K,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
577,577,Loyalty,-226.6820068359375,-144.55799865722656,Normal,K,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
843,843,Hainfeld,-13.446999549865723,268.5249938964844,Normal,G,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1932,1932,Benet,262.87701416015625,58.112998962402344,Normal,M,V,5,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionKurita"")",None,None
1584,1584,Montmarault,-59.198001861572266,263.093994140625,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
900,900,Kwamashu,-72.12200164794922,-260.125,Normal,F,V,3,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
711,711,Braunton,129.24000549316406,237.2429962158203,Normal,F,V,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
1710,1710,Sendalor,43.683998107910156,-266.8659973144531,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SianCommonality"")",None,None
292,292,Mundrabilla,-247.89199829101562,-108.38200378417969,Normal,G,V,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
1603,1603,Wallacia,-38.27399826049805,-267.85198974609375,Normal,G,V,9,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
575,575,Maladar,108.8219985961914,-247.73500061035156,Normal,K,V,9,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionBorder"")",None,None
792,792,Quittacas,157.93499755859375,-219.78700256347656,Normal,K,V,6,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
1769,1769,Ambergrist,83.48200225830078,-257.5450134277344,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:DavionBorder"")",None,None
583,583,Benfled,-72.90499877929688,260.77301025390625,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
4939,4939,Hegel,-239.88299560546875,126.1510009765625,Normal,M,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
752,752,Paradise,-239.9080047607422,-126.4010009765625,Normal,G,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
4941,4941,Branzoll,207.0850067138672,-175.16799926757812,Normal,F,V,1,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1938,1938,Bogard,269.3389892578125,-32.361000061035156,Normal,M,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem"")",None,None
870,870,Mansu-ri,-94.87000274658203,-254.17999267578125,Normal,G,V,7,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
465,465,Harrow's Sun,261.84698486328125,71.03800201416016,Normal,G,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionKurita"")",/Game/Campaign/CampaignArcs/Regions/5_1/5_1_Mesh.5_1_Mesh,None
4945,4945,Dirk's Gulf,228.9250030517578,-145.65699768066406,Normal,F,V,2,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
1611,1611,Perrot (Shaula (3025+)),-30.648000717163086,269.7879943847656,Normal,G,V,4,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
